title,ingredients,directions,NER,valid ingredient count,carbon
Test ,['1 kg pork'],['Combine the first 3 ingredients'],['pork'],1,0
Bob'S Cookies ,['chocolate'],['cut a piece of chocolate up'],['chocolate'],1,0
Toast Sandwich Muthafukas ,"['Sliced bread. Only wankers slice their own', 'Butter if your feeling risky']","[""Toast one slice of bread. Slap it in the other pieces of bread. Congrats you've got yourself a toast sandwich""]","['bread', 'butter']",2,0
Cheesy  Grapes In Nuts ,"['30 ml olive oil', '250 g mild goat cheese', 'some white seedless grape, about 40 grapes are enough', '100 g chopped roasted pistachio nuts']","['Wash grape well and let it dry. Smash the cheese. If not mild, grate it. Adding some olive oil, mix it with the cheese until it turns to smooth hard cream. With the help of 2 spoons roll each grape in this cream and then roll the blobs in a bowl with the chopped pistachios. Cool taste better. Bon appetit!']","['goat cheese', 'nuts', 'grape', 'olive oil']",4,0
Baked Duck ,['Red wine and sliced orange'],['Marinate in red wine and stuff with sliced peeled orange at 350 until done.'],['red wine'],1,0
Almond Joy Truffles ,"['Chocolate', '3 Cups of Shredded Coconut', '1/2 Cup of Condensed Milk', '1/2 Cup of Powdered Sugar']","['In a mixing bowl stir together the coconut, condensed milk, and powdered sugar. Roll into balls and lay to side. Next, take almonds and stick into the middle of the coconut ball and roll in hand to shape into a round ball and hide the almond. Melt chocolate and dip the truffle in the chocolate and place on wax paper to harden.']","['sugar', 'coconut', 'chocolate', 'milk']",4,0
Indonesian Ginger Chicken ,['Chicken'],"['Cook 1 cup honey, 3/4 cup soy sauce and 1/4 cup sliced garlic, and 1/4 cup peeled and sliced ginger in small pan over low heat till melted.', 'Put 2 chickens, cut up, about lbs total in shallow baking pan, skin side down. Pour on sauce, cover with foil and refrigerate overnight.', 'Bake in 350 oven 1/2 hour, uncover pan, raise oven to 375 and bake another 1/2 hour. Can reduce sauce if desired.']",['chicken'],1,0
Memaw'S Ribs ,['COUNTRY STYLE RIBS - 12 GARLIC SALT - SORGHUM MOLASSES'],['TEAR ALUMINUM FOIL PIECES - ONE FOR EACH RIB. PLACE RIB ON FOIL AND SPRINKLE GARLIC SALT AND TOP WITH MOLASSES. WRAP RIB AND PLACE ON GRILL FOR 45 MIN TO 1 HOUR.'],['garlic'],1,0
3 Ingredient Peanut Butter Cookies ,"['1 Cup Peanut Butter, plain', '1 Cup Granulated Sugar', '1 Large Egg']","['Blend the 3 ingredients well and is best to add the egg last before blending.', '', 'Using a teaspoon, drop dough onto an ungreased cookie sheet leaving about 2 inches between them. Dip a table fork into some granulated sugar and make a cross-hatched design on the top of the dough while flattening slightly.', '', 'Bake in a preheated oven at 350 degrees']","['egg', 'peanut butter', 'sugar']",3,0
Potato-Onion Patties ,"['1 medium boiled potato', '2 tbsp very finely diced onion', '1 tsp garlic powder', 'Salt & pepper to taste', '1/4 cube melted butter']","['Put all ingredients into bowl of Kitchen Aid and then beat at #4 until a smooth paste is formed.', 'Add more butter if too thick.', '', 'Put into a piping bag (or a heavy plastic bag with the corner cut off) and pip ont a baking tray, round and flat. They should be about one or two bites big.', '', 'Bake at 350 degrees until the tops are golden brown.', '', 'Serve with sour cream and chives dip, or any dip that you may prefer.']","['potato', 'onion', 'garlic', 'butter', 'salt']",5,0
Mario Batali'S Homemade Breadcrumbs ,['Stale bread'],"['#', 'ingredients Stale bread', 'instructions Throw stale bread into a food processor for a few minutes, or chop it.', '#', 'step 2', 'instructions Then, add them to a saute pan over medium high heat to toast.']",['bread'],1,0
Garlic Confit ,"['1 cup olive oil', '24 garlic cloves, peeled']","['Heat oil in small saucepan over medium-low heat. Add garlic; cook over very low heat until soft, about 1 hour (do not brown). DO AHEAD:']","['garlic', 'olive oil']",2,0
Red-Chile Oil ,"['1/4 cup peanut oil', '1 tablespoon dried hot red-pepper flakes']","['Heat oil with red-pepper flakes in a 1- to 1 1/2-quart heavy saucepan over moderate heat, swirling pan occasionally, until red-pepper flakes begin to sizzle, 30 seconds to 1 minute. Pour into a heatproof bowl and cool to room temperature. Stir before using.']","['peanut oil', 'pepper']",2,0
Foolproof Prime Rib ,"['1 standing beef rib rouast', 'salt and pepper']","['Allow meat to stand at room temperature for at least 1 hour. If frozen, thaw completely and bring to room temperature. Preheat oven to 375 degrees. Rub roast with salt and pepper. Place on rack in roasting pan, rib side down, fatty side up. Roast at 375 degrees for 1 hour. Turn off oven and leave roast in oven, BUT DO NOT OPEN OVEN!!! 30 to 40 minutes before serving, turn oven on again to 375 degrees and reheat roast. Do not remove roast or open oven until ready to serve. For a more well done roast, increase reheating time 30 to 45 minutes.']","['beef', 'salt']",2,0
Pork Glaze ,"[""1 jar of mango chutney 2oz's orange juice 1 tablespoon ketchup 1chipotle pepper.""]","['mix well. serve warm on pork and enjoy""']",['mango'],1,0
Basting  Free Whole Roasted Turkey ,"['Turkey,thawed,rinsed and patted dry']","['1) Hold wingsof turkey to side of breast and cut a 1"" horizontal slit all the way through skin about 2"" lower than tip of wing in breast skin. Inesrt wing tip through slit to hold wings next to breast during cooking.', ""2)Place turkey on a rack in a roasting pan(disposable foil pan ok), breast side up and coat all over with Hellman's Real Mayonnaise(except bottom)"", '3)Mix dried herbs and rub between palms to crush all over', 'bird.', '4)Crack black pepper over.', '5) Set up round kettle,charcoal or gas grill(indirect method) or standard gas grill(burners lit on one side only and place turkey in pan on grate(not over direct flames) and reduce heat to low, 300 degrees.', '6)Roast for 15 min. per pound. If needed(late guests etc.)turkey can be left on grill for up to 1 hour more and it will still be moist and tender.', '7)Remove and let rest 15 min before carving.']",['turkey'],1,0
Mayonnaise Salmon ,"['salmon', 'enough mayonnaise to cover the top of the salmon', 'pepper', 'garlic salt', 'season salt']","['Spread mayonnaise all over the salmon, then cover with the spices; put on greased foil lined grill at medium-low heat and cook for 30 minutes or until done. Remove from grill; place on serving tray, then enjoy!']","['pepper', 'salmon', 'mayonnaise', 'garlic', 'salt']",5,0
Fried Cauliflower ,['1 head of cauliflower; 3 eggs; 3 tblspn parmesan cheese; 3-4 tspn of oil.'],"['Cook florets; drain. Crack 3 eggs in a bowl, add parmesan cheese and scramble. Put oil in a frying pan. Put all florets in frying pan and fry until light brown. Pour egg/cheese mixture over florets and fry for 1-2 minutes. Once egg mixture is cooked, the cauliflower is ready to serve.']",['cauliflower'],1,0
Grilled Portobello ,"['3 Portobellos Mushroom tops with stems removed', '1 tablespoons olive oil', '1 cloves garlic']","['Prepare barbecue (medium-high heat). Mix remaining 5 tablespoons oil and remaining garlic in small bowl. Brush garlic oil evenly over both sides of mushrooms. Sprinkle with salt and pepper. Grill mushrooms until tender, turning occasionally, about 10 minutes. Place mushrooms, gill side up, on platter.']","['garlic', 'mushroom', 'olive oil']",3,0
Chicken Wings ,['CHICKEN WINGS'],['ROAST CHICKEN WINGS 20 MIN AT 425'],['chicken'],1,0
Pasta With Pesto ,"['pesto', 'Pasta']",['Add pesto to hot pasta'],"['pesto', 'pasta']",2,0
Cooked Salmon ,"['Salmon', '1 lemon, juiced', '1/2 tsp black pepper']","['Rinse salmon. In a glass casserole dish put salmon, 1/4 cup tap water, lemon, and pepper. Put lid on dish and put in oven at 350 degrees F for 35 min.']","['salmon', 'lemon', 'black pepper']",3,0
Bacon Warm Ups! ,"['One Box of Town House Crackers', 'One Pound of Hickory Smoked Bacon']","['Cut each bacon strip into thirds.', 'Wrap each cracker with one third of a strip of bacon.', 'Grill in perforated pan or BBQ wok on high heat using the indirect BBQ cooking method.', 'Turn once during cooking to crisp bacon on both sides.', 'Serve on a platter and watch these quickly disappear!']","['crackers', 'bacon']",2,0
Bavarian Apple Torte ,"['1/2 cup butter', '1/3 cup sugar', '1/4 tsp vanilla']","['1st Stage', 'Cream: 1/2 cup butter', '1/3 cup sugar', '1/4 tsp vanilla', 'Blend in 1 cup flour. Spread bottom and sides of 10"" spring-form pan for crust.', '2nd Stage', 'Cream: 1-250gpkg cream cheese', '1/4 cup sugar', 'Add: 1 egg', '1/4 tsp vanilla', 'This should be creamy. Pour into pan over crust.', 'Last Stage', 'Combine: 1/3 cup sugar', '1/2 tsp cinnamon (or more)', 'Toss with: 4 cups peeled sliced apples (3 large)', 'Spread over cream cheese layer (No juice)', 'Sprinkle with 1/4 cup slivered almonds', '', 'Bake 450 for 10 minutes', '400 for 25 more minutes', '**Remember to reduce temperature 25 degrees for glass plate)', 'Loosen torte, Cool and remove rim.']","['vanilla', 'sugar', 'butter']",3,0
Girl Scout Cookies ,['1 cup butter 1 cup sugar 1 tbsp. milk 2 eggs 1 tsp. vanilla 2 cups flour 2 tsp. baking powder 1 cup chocolate chips 1 cup of walnuts'],"['Cream butter and sugar together. Add milk, eggs, vanilla, flour and baking powder, mix well. Add chips and nuts mix carefully. Drop them on a greased baking sheet like you would other cookies. Bake at 350 for 8-10 mins.']",['butter'],1,0
Ms Mogie Peanut Butter Cookies ,"['1 cup sugar', '1 cup peanut butter crunchy', '1 large egg', '1 tsp vanilla']",['Mix all ingredients. Drop by spoon onto cookie sheet. Bake 350 F for 12 minutes.'],"['egg', 'sugar', 'vanilla', 'peanut butter']",4,0
Shrimp & Lump Crabmeat Etouffee ,['1/2 cup butter - 2 onions chopped - 2 stalks celery chopped - 2 1/2 cups lo-sodium chick broth - 1/4 cup flour - 3 tbl lemon juice - 1/2 tsp salt - cayenne pepper - 2 tsp tabasco sauce - 1 1/2 lb shrimp - 1 1/2 lb crab meat - 1/4 cup chopped gr onion tops - 1/4 cup chopped parsley - 3 cups cooked rice'],"['melt butter in heavy pot over med heat - add onions & celery & cook until soft, about 10 mins - whisk broth & flour until smooth - add to celery mix - bring to boil, reduce heat & simmer until thick, about 30 mins - add shrimp, lemon juice, salt, cayenne & tabasco & cook about 5 mins - add crabmeat, green onions & parsley & cook 5 mins - serve over rice']",['butter'],1,0
Roast Chicken Breast ,"['2 chicken breast with bone and skin, at room temp', 'salt and pepper']","[""place breasts on a wire rack in a pan so air circulates around evenly. Salt both sides, bake at 375 for 30-35' until internal temp is 164-degrees, let sit 10' under foil, then can remove skin and bone if want to.""]","['chicken', 'salt']",2,0
Roasted Carrot Soup ,"['1 1/2 lb carrots peeled & halved lengthwise - 1 lb parsnips peeled & quartered lengthwise - 1 lg onion sliced - 3"" piece of fresh ginger peeled & chopped - 6 tbl butter - 3 tbs packed dark brown sugar - 8 cups chick broth - pinch cayenne pepper - 1/4 cup creme fraiche for garnish - snipped chives for garnish']","['combine carrots, parsnips, onion & ginger in shallow roasting pan to fit - dot c butter & sprinkle c br sugar - pour 2 cups broth into pan - cover c alum foil & bake x 2 hr until vegts very tender - transfer vegts & broth to lg soup pot c remaining 6 cups of broth - season c salt to taste & cayenne pepper - bring to boil - reduce heat - simmer partially covered x 10 mins -', 'puree soup until smooth, add more broth if necessary - return soup to pot & heat through']",['carrots'],1,0
Butternut Squash Risotto ,['7 tbs butter - 2 tbs minced fresh sage - 6 cups stock - 2 cups butternut squash puree - 2 tbs olive oil - 2/3 cup caramelized onions - 2 cups arborio rice - 1 tsp minced fresh rosemary - 1/2 cup dry white wine - 1/2 cup grated parm/reggiano cheese - salt & pepper to taste'],"['in sm saucepan over med heat, melt 4 tbs of butter - add 1 tbs of sage & heat until butter browns - strain butter into sm bowl & discard sage - cover bowl to keep butter warm -', 'in lg saucepan over med-hi heat whisk together stock & squash puree - simmer 8 - 10 mins over lo heat -', 'in lg saucepan over med heat warm olive oil - add caramelized onions & rice & stir until grains are well coated c oil & are translucent c white dot n center, about 3 min - stir in 1 tbs sage & rosemary - add wine & stir until absorbed -', 'add simmering stock mix a ladleful at a time, stirring after ea addition - wait until stock is almost absorbed before adding more -', 'when rice is tender but slightly firm & looks creamy, after about 30 mins, stir in remaining 3 tbs butter, the cheese, salt & peper - add more stock so rice is thick & creamy - let stand 2 mins - drizzle c reserved sage butter & serve immediately']",['butter'],1,0
Chicken Stuff ,"['Chicken', 'Salt']",['Put it on the BBQ'],"['chicken', 'salt']",2,0
Heartburn Reliever Juice ,"['1 Cup Spinach', '6 Carrots']","['Using electric juice extractor, press all ingredients in the juicer. Whisk to combine.']","['carrots', 'spinach']",2,0
Frozen Celery ,['Celery'],"['Cut into small sticks, rinse, and freeze.']",['celery'],1,0
Pumpkin Seeds ,['seeds removed from pumpkin'],"['For a tasty snack, rinse pepitas well, making sure to remove any pulp from the pumpkin. Let them dry overnight. Spread the seeds onto a baking sheet sprayed lightly with olive oil, and sprinkle with salt, pepper, garlic, paprika, or other seasonings. Cook for one hour at 250 degrees']",['pumpkin'],1,0
Doobie Croutons ,"['Bread in squares', 'Butter']","['Toast bread 350 degrees until light brown and NOT dry', '', '1/4 cup butter in pan mostly melted', '', 'Put bread in', '', 'Stir until thoroughly soaked']","['bread', 'butter']",2,0
Fancy Sauce ,"['1 cup mayonnaise', '3/4 cup of ketchup']","['Mix ingredients together in a bowl. Cover and let chill for an hour, then serve.']","['ketchup', 'mayonnaise']",2,0
12Layer Chef Salad ,['Romaine Lettuce Tomatoes Genoa Salami Honey Ham Turkey Swiss Cheese& Red and Yellow Bell Peppers Artichoke Hearts& Black Olives Hard Boiled Eggs & Cucumbers and Vinegret Dressing'],['Layer the way it is written and layer it twice or til you run out of everything'],['tomatoes'],1,0
Fluffy  Fruit Dessert ,['2 drained cans of Pineapple tidbits 2 drained cans of Mandrin Oranges 1 Can Cherry Pie Filling 2 sliced Bananas 2 cups Walnuts 2 pts Whipping Cream'],['Whip Cream and add to Cherry pie filling. Fold into drained can fruit and nuts. Chill covered in the fridge for 24 hours. Serve as salad or dessert.'],['pineapple'],1,0
Baked Zucchini ,"['Zucchini', 'Tomatoes', 'Salt/Pepper', 'Cheese']","['Slice the zucchini in half. Slice off the bottom to keep in stable. Brush with olive oil and top w...ith garlic or garlic powder. Top with sliced tomatoes, salt and pepper to taste. Use mozzarella cheese, Parmesan cheese or mixed blend.. Bake 375 for 20 to 30 minutes until soft.']","['cheese', 'tomatoes', 'zucchini', 'salt']",4,0
Grilled Broccoli With Blue Cheese ,"['Broccoli', 'Blue Cheese']","['RECIPE', '', '5 oz. broccoli cut into florets (1/4 oz. pieces)', '', '1. Marinate broccoli in vinaigrette.', '', '2. Grill until tender.', '', '3. Mix with crispy onions.', '', '4. Plate with bleu cheese cream on the bottom of the plate, placing broccoli and crispy onions on top of the cream.', '', '5. Garnish with preserved lemon.', '', 'VINAIGRETTE', '1 cup rice wine vinegar', '2 tablespoon saracha', '4 tablespoon Dijon', '2 lemons worth of zest', '1 oz lemon juice', '6 tablespoon soy sauce', '2 cups olive oil', '1 cup minced shallot', '3 tablespoon harissa', '', 'Mix all ingredients together by hand.', '', 'CRISPY ONIONS', '1 pound maseca flour', '1 pound corn starch', '4 large onions, sliced thin', '', 'Mix flour and corn starch, dreg onions. Fry at 275 degrees.', '', 'BLEU CHEESE CREAM', '2 quarts heavy cream', '1 1/4 lb. smoky bleu cheese', '1 tablespoon brown sugar', '2 teaspoon crushed black pepper', 'Secondary quart of bleu cheese', '1 quart of sour cream', '', 'Whisk all ingredients together until bleu cheese is melted. Strain to produce a thick cream, and let it cool. Salt to taste. Mix in secondary quart of bleu cheese and sour cream so the mixture is chunky.']","['cheese', 'broccoli']",2,0
Healthful Veggie Dip ,['1 Cup Mayonnaise; 1 Cup sour cream; 2 Tbsps. Onion Flakes; 2 Tbsps. Parsley Flakes; 2 tsp. Dill Weed; 1 tsp. garlic salt.'],"['In a quart bowl, mix all ingredients well. Spoon into a serving bowl & cover with plastic wrap, refrigerating for 30 min. to several hours. Place on serving platter and surround with fresh vegetables for dipping. (Carrots, celery, jicama, etc.)']",['mayonnaise'],1,0
Pasta Prep Two Ways ,['Dried Pasta'],"['Prep one: place dried pasta in small pan. Cover with cold salted water to one/two inches above pasta. Stove on high. When it boils, cover, reduce heat to lowest setting and cook one to two minutes less than recommended cooking time.', '', 'Prep two: Place pasta in water for two hours before serving. When sauce is prepared, drain pasta and add to sauce. Continue to cook for one minute. Pasta will be perfectly cooked and will absorb the flavors of the sauce.']",['pasta'],1,0
Blasted Chicken By Chef Melinda Lee ,"['3 1/2 Lb. Chicken', 'Salt & Pepper', 'Onion', 'Lemon']","['Wash, and pat very dry with paper towels, a whole chicken - about 3 1/2 pounds. Salt and pepper chicken, adding other seasonings, if desired. Stuff with a quartered lemon and onion.', '', 'Place chicken (untrussed, not covered, in a roasting pan) in a thoroughly pre-heated 450-degree oven. Roast for 45 minutes. Thermometer, inserted in thickest part of thigh meat - not touching bone - should read 160 degrees or slightly higher.', '', '*Add about 10 minutes per 1 lb. of chicken', '', 'Remove from oven and allow to stand 15 minutes before serving.']","['lemon', 'onion', 'chicken', 'salt']",4,0
Chocolate Frogs ,['1 pound chocolate for melting'],"['Melt chocolate in a double boiler or in the microwave. Pour chocolate into a plastic frog mold. Put mold in the freezer to let the chocolate harden. When the chocolate is hard, remove the frogs from the mold, and pour more chocolate in the mold. Repeat the process until all the chocolate is used up.']",['chocolate'],1,0
Rosemary Chicken ,['2.Hot pasta cooked with a clove of garlic'],"['1. Sautee onions and herbs in oil.', '2. Add tomatoes, ketchup, vinegar, and brown sugar.', '3. Season chicken with garlic, salt, and pepper.', '4. When pot comes to a boil, add chicken.', '5. Simmer for 40-50 minutes.', '6. Thicken with cornstarch if needed.', '7. Serve over noodles with cheese.']",['pasta'],1,0
Yummy Stuff ,['2 grams Egg'],['smash egg on good stuff'],['egg'],1,0
Chocolate Fudge Frosting ,"['4 ounces unsweetened chocolate', '1/2 cup butter', ""1 pound box confectioner's sugar"", '1/2 cup milk', '2 teaspoons vanilla']","['Melt chocolate and butter together.', 'Set aside.', 'Combine sugar, milk and vanilla in medium bowl.', 'Stir until smooth. Add chocolate mixture.', 'Set bowl in a pan of ice and water.', 'Beat with mixer until thick enough to spread and hold its shape.', 'Take frosting out of ice water just when it gets thick enough to hold shape. It will continue to thicken a little after coming out of the ice water. If it gets too thick, add a little milk.']","['sugar', 'vanilla', 'chocolate', 'milk', 'butter']",5,0
Thai Seared Eggplant And Coconut Milk Curry ,['1/2 1/2 medium onion diced'],"['Heat a large skillet over medium-high heat. Add the olive oil and after the oil is hot, stir in the eggplant. Cook for 3-5 minutes, turning occasionally, until the eggplant is seared.', 'Stir in the onions, ginger and garlic, and then cook for about 1 minute, or until soft. (If the pan is too dry from the eggplant absorbing all the oil, add a touch more olive oil when stirring in the onions.)', 'Reduce heat to low and stir in the coconut milk, fish sauce, curry powder, brown sugar, black pepper and optional chilies. Simmer for about 2 minutes or until heated through and eggplant has absorbed some of the sauce.', 'SERVE WITH Rice and garnished with cilantro.']",['onion'],1,0
Vanilla Cream (Basic Recipe) ,"['2 c. milk', '1 c. sugar', '1/4 tsp. salt', '4 c. light/table cream', '2 Tbls. vanilla']","['1. Scald milk.', '', '2. Add the sugar and salt to the milk and stir until both are well dissolved.', '', '3. Add the cream + stir in the vanilla.', '', '4. Cool/Chill.', '', '5. Churn in freezer per instructions.']","['sugar', 'vanilla', 'milk', 'cream', 'salt']",5,0
Mixed Green Salad C Fromage Fort Toasts ,"['12 slices of baguette sliced about 1/2"" thick on an angle - 1/3 cup olive oil plus some for drizzling - 1/2 lb cheese - 1 clove garlic peeled - 1/4 cup dry white wine - pepper - 2 tbl chopped chives - zest of 1 lemon - 1 lg shallot finely chopped - 1 tbl dijon mustard - salt - 3 tbl white wine vinegar - 8 cups salad greens']","['arrange baguette slices on cookie sheet - drizzle some oil over them & transfer to oven - toast until golden brown, about 4-5 mins - flip them & toast on 2nd side until golden, 3-4 mins - remove fr oven & cool - while bread is toasting, make fromage fort (cheese spread) : in food processor, combine cheese, garlic clove, white wine & pepper - process until smooth - transfer to bowl & mix in chives & lemon zest - spread on cooled toasts - in bottom of salad bowl, combine shallots, mustard & some salt & pepper c white wine vinegar - in slow steady stream, whisk in 1/3 cup olive oil - add mixed greens, toss to combine & serve alongside toasts']",['olive oil'],1,0
Shrimp With Cavatelli And Spinach ,['1 lb. medium fresh peeled deveined shrimp 8 oz. cavatelli 12-16 oz. washed cleaned spinach stems removed 1 container grape tomatoes halved 1/2 lb. fresh mozzarella cubed small 2 tbs. extra virgin olive oil 4 garlic cloves minced salt and fresh ground pepper to taste'],"[""boil the water for the cavatelli and a pinch of salt and a bit of olive oil to the water. In a saute'pan heat 1 tbs. of the olive oil on medium heat, quickly add the minced garlic saute' for about a minute. Wilt the spinach in the same pan, add the other tbs. of oil and salt and pepper to taste stir for about 1 more minute. Take off of the flame. By this time the water for the cavatelli should be boiling add your pasta cook until done. rinse the cavatelli toss with the spinach mixture. Add the tomatoes and mozzarella. toss altogether, serve with olive oil and a crusty italian bread.""]",['shrimp'],1,0
Ezekiel Bread Breakfast 1 ,"['egg', 'mushroom', 'ezekial bread', 'spinach']","['Egg Sunny Side Up, Spinach, And Mushrooms This egg and veggie combo gives your body everything it needs in the mornings. The bread will keep you full until lunch and the protein from the egg will give you energy. Plus, nutrient-rich spinach is one of the best leafy greens to start off your day.']","['bread', 'egg', 'spinach', 'mushroom']",4,0
Banana Peanut Butter Pudding ,"['1 medium banana', '2tbs. milk', '2-2 1/2tbs. peanut butter']","['1.slice banana into small pieces and place in a cereal bowl', '2.add in peanut butter', '3. add in milk', '4. mix with spoon or mixer until consistency of pudding']","['banana', 'peanut butter', 'milk']",3,0
Sauteed Garlic Spinach ,"['1/2 lb spinach', '1 tbsp olive oil', '2 cloves garlic', '1 tsp salt', '1 tsp butter']",['Clean and spin dry spinach leaving some drops of water on leaves. Heat oil in large pot or dutch oven on medium heat. Add garlic and cook until fragrant. Add spinach to pot*. Put on lid and cook for two minutes. Remove lid. Add salt. Keep tossing until wilted. Add butter and season further if needed.'],"['spinach', 'garlic', 'butter', 'olive oil', 'salt']",5,0
Sue'S Cake Frosting Base ,"['1 cup sugar', '1/3 cup evaporated milk', '3/4 stick of margarine']","['Place sugar and milk in saucepan; bring to a boil and let thicken slightly; Add margarine and stir to combine. At this point you can add in any add-ins', '', 'Add-ins:', '1/2 - 3/4 cup chopped nuts', '3/4 cup chocolate chips', '1 pack grated coconut', '1 lg can crushed pineapple, drained']","['margarine', 'sugar', 'milk']",3,0
Thanksgiving Turkey ,['turkey'],"['Heat oven to 425 degrees.', '', 'Wash and Dry turkey. Remove neck, liver, giblets. Quarter onion, apple, lemon, celery, and place in cavity.', '', 'Rub turkey with oil or butter.', '', 'Place breast side up on rack in roasting pan. Roast 45 minutes.', '', 'Turn heat down to 325 degrees; cover turkey with tent of foil.', '', 'Doneness: Use meat thermometer in thigh. Roast to 180 degrees; juices run clear when thigh muscle pierced deeply.', '', 'Sevings: For a whole, bone-in turkey, calculate 1 1/2 pounds per person.', '', 'Roasting time (add one hour for stuffed turkeys): 10-18 pounds, 3-3 1/2 hours; 18-22 pounds, 3 1/2-5 hours, 22-24 pounds 4-4 c1/2 hours.']",['turkey'],1,0
Hot Fudge ,"['4 sq unsweetened chocolate', '3 c sugar', '1/2 lb butter', 'salt', '1 can whole evaporated milk']","['Melt butter, add and melt chocolate and salt. Add the sugar, and slowly add the evaporated milk. Dissolve sugar.']","['sugar', 'chocolate', 'milk', 'butter', 'salt']",5,0
Giant Shrimp + Chicken Dumpling Soup ,['1/2 lb peeled Shrimp'],"[""Bring the chicken broth, 1 tablespoon of the fish sauce, and 1/4 teaspoon of the chili flakes to a boil in a medium soup pot. Finely chop the shrimp and gently combine them in a bowl with the pork, shiitakes, cilantro, garlic, the other tablespoon of fish sauce, the ginger, 1/2 tablespoon of the sesame oil, Sriracha, and salt until just incorporated (don't manhandle the mixture!). Working one or two at a time, place the egg roll wrappers on a clean surface (keep the rest of the wrappers covered with a kitchen towel). Using 1/3 cup filling, mold the filling into balls and put 1 ball in the middle of the wrapper. Brush the edges of the wrapper with water and gather up the corners of the wrapper on top of the ball, sealing them in an orderly fashion at the seams (or smashing them together like a fool as long as they stick together). Repeat with the remaining filling and wrappers. Using a spider thingie, carefully put the dumplings into the simmering soup. Cover the pot and simmer until the dumplings are cooked and the noodles look sort of see-through, 8-9 minutes. Gently lift each dumpling out of the pot into a soup bowl and cover it with broth. Garnish with scallions and cilantro.""]",['shrimp'],1,0
Greek Burgers ,['1LB LOW FAT BEEF-92%-ONE HALF CARTON OF SMALL EGGBEATERS OR TWO EGG WHITES-40Z REDUCED FAT FETA-1TSP OREGANO-ONE HALF SMALL CHOPPED ONION DRESSING IS 4OZ REDUCED FAT YOGURT OR SOUR CREAM -ONE QUARTER HALF SEEDLESS CUCUMBER FINELY CHOPPED-SALT AND PEPPER TO TASTE'],['MIX ALL INGREDIANTS FOR BURGERS XCEPT FETA -MAKE 4 PATTIES-THAN PUT FETA ON TWO PATTIES AND SEAL WITH OTHER TWO MIX DRESSING TOGETHER COOK PATTIES AS DESIRE SERVE ON SPLIT PITAS WITH ONION-GRILLED RED PEPPERS AND LETTUCE IF DESIRED'],['egg'],1,0
Chicken & Roasted Red Pepper Salad On Crostini ,"['2 cups cooked and finely shredded chicken; 1/2 cup mayoinase; 6-8 oz. roasted red peppers, drained and cut into strips; salt and pepper to taste; 1 pinch cayene pepper. For the vinagrette, 3 Tbsp. red wine vinegar; 2 Tbsp. Extra Virgin Olive Oil; 1 large clove of garlic, minced; plus more salt and pepper to taste.']","['Make a vinagrette with the olive oil, vinegar, salt and pepper; whisk well and add the minced garlic. Combine the roasted red peppers with the vinagrette and set aside to marinate for approx. 30-45 minutes. In another bowl, mix the shredded chicken meat with the mayonaise, salt and pepper. Add the marinated red pepper salad to the chicken and toss well. Refrigerate before assembling so all the flavors have a chance to meld together.', 'Serve on crostini as appetizer, or as a sandwich in baguette bread; or on loaf bread as a classic sandwich.']",['chicken'],1,0
Mango And Mustard Sauce,"['INGREDIENTS- Yellow mustard seeds,split /rai kuria-50 gm Black mustard seeds /rai - 2 tsp Raw mango /kachcha aam -300 gm Green chilies/hari mirch ,chopped - 3 tbsp Mustard oil /sarso ka tel - 1/4 cup Salt /namak-1.5 tbsp Turmeric /haldi -1/2 tsp']","['Wash,peel and chop raw mango in small pieces.', 'Take mustard seeds and rai kuria in a mixer jar and grind for few seconds .', 'Now add salt, turmeric, green chilies, raw mango and mustard oil.', 'Grind to make a smooth paste.', 'Pour the mixture in a glass jar.', 'Add 3 tsp of mustard oil over the prepared kasundi', 'Cover the jar with a fine muslin cloth.', 'Keep the jar for 2-3 days in sunlight.', 'Keep refrigerated.', 'Serving suggestions-Serve with any fried snack,as a side dish or use as a marinade.']",['mango'],1,0
Roasted Pumpkin Croutons Recipe,"['Fresh cubed pumpkin', 'Olive Oil', 'Salt']","['Preheat oven to 350 degrees.', 'Toss pumpkin in salt and olive oil.', 'Line baking sheet with parchment paper.', 'Spread cubes of pumpkin on baking sheet and bake until pumpkin is soft and slightly charred at corners.']","['pumpkin', 'olive oil', 'salt']",3,0
Roasted Carrots,"['3 Medium Carrots', '2 tablespoons Olive Oil', '2 tablespoons Garlic', 'Crushed Sea Salt to taste']","['Preheat oven to 400 degrees Fahrenheit.', 'On parchment paper lined baking sheets place carrots, drizzle olive oil, garlic and sea salt over carrots. Mix together with hands.', 'Roast carrots for 30 minutes.']","['garlic', 'carrots', 'olive oil', 'salt']",4,0
Simplistic Apples,"['1 apple', '1/2 meyer lemon', '1 pinch of salt']","['Wash and cut apple into bite size pieces, removing skin before hand if desired.', 'zest some of meyer lemon. Cut meyer lemon in half (saving the other half for future simplistic apple salads) and juice half of meyer lemon onto the apple.', 'Add a pinch of salt.', 'Toss.', 'Enjoy.']","['apple', 'lemon', 'salt']",3,0
